"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS001341","Randolph","Norfolk County","MA","Randolph Police Department","Police","The Randolph Police Department received a $7,604 grant from the state of Massachusetts for body-worn cameras in 2024. The agency also received an award of $106,700 2021 and a grant of $34,750.00 in 2023.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","https://www.mass.gov/news/baker-polito-administration-awards-nearly-25-million-to-expand-body-worn-cameras-to-32-massachusetts-police-departments","","Massachusetts Executive Office of Public Safety and Security","","11/28/2022","https://www.mass.gov/news/healey-driscoll-administration-awards-over-3-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","7/29/24",""
"AOS001363","West Warwick","Kent County","RI","West Warwick Police Department","Police","The West Warwick Police Department received a federal grant for body-worn cameras in 2021 and a state grant for BWCs in 2022.","Municipal","Body-worn Cameras","","https://www.reed.senate.gov/news/releases/new-15-million-federal-grant-will-outfit-hundreds-of-ri-police-with-body-worn-cameras","","Senator Jack Reed","","12/17/2021","https://pbn.com/r-i-police-departments-receive-16m-in-grants-for-body-cameras/","","Providence Business News","","10/13/2022","https://assets-pbn-com.s3.amazonaws.com/2022/10/Statewide-Body-Grant-Awards-PDF.pdf","","Providence Business News","","10/13/2022",""
"AOS001374","Rehoboth","Bristol County","MA","Rehoboth Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $37,711.97 to the Rehoboth Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001385","Rochester","Plymouth County","MA","Rochester Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $31,701 to the Rochester Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001396","Rowley","Essex County","MA","Rowley Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $4,207.96 to the Rowley Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001407","Rutland","Worcester County","MA","Rutland Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $5,329 to the Rutland Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","https://www.srtbwc.com/micro-grantees-2024/","","SRT BWC Program","","2024","","","","","",""
"AOS001418","Salem","Essex County","MA","Salem Police Department","Police","The Salem Police Department received a 2021 award of $79,834 from the State of Massachusetts for its body-worn camera program and a $23,555.00 award from the state's FY23 Body-Worn Cameras (BWC) Grant Program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","https://web.archive.org/web/20221202155105/https://www.mass.gov/news/baker-polito-administration-awards-nearly-25-million-to-expand-body-worn-cameras-to-32-massachusetts-police-departments","","State of Massachusetts","","11/28/2022","","","","","",""
"AOS001440","Sheffield","Berkshire County","MA","Sheffield Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $30,843 to the Sheffield Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001451","Southbridge","Worcester County","MA","Southbridge Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $55,780 to the Southbridge Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001462","Southwick","Hampden County","MA","Southwick Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $26,189.70 to the Southwick Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001473","Spencer","Worcester County","MA","Spencer Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $54,672 to the Spencer Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001484","Woonsocket","Providence County","RI","Woonsocket Police Department","Police","The Woonsocket Police Department received a federal grant for body-worn cameras in 2021 and a state grant for BWCs in 2022.","Municipal","Body-worn Cameras","","https://www.reed.senate.gov/news/releases/new-15-million-federal-grant-will-outfit-hundreds-of-ri-police-with-body-worn-cameras","","Senator Jack Reed","","12/17/2021","https://pbn.com/r-i-police-departments-receive-16m-in-grants-for-body-cameras/","","Providence Business News","","10/13/2022","https://assets-pbn-com.s3.amazonaws.com/2022/10/Statewide-Body-Grant-Awards-PDF.pdf","","Providence Business News","","10/13/2022",""
"AOS001495","Sterling","Worcester County","MA","Sterling Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $14,827 to the Sterling Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001506","Stow","Middlesex County","MA","Stow Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $34,670 to the Stow Police Department for its body-worn camera program. The Stow Police Department also received a Small, Rural, and Tribal Body-Worn Camera Program grant for $18,158 for 20 body-worn cameras in 2023.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","https://www.documentcloud.org/documents/24549373-srt-bwc-micro-grantee-award-2030","","Justice & Security Strategies","","2024","https://www.srtbwc.com/micro-grantees-2023/","","Justice & Security Strategies","","2024",""
"AOS001517","Sturbridge","Worcester County","MA","Sturbridge Police Department","Police","The Sturbridge Police Department received a $20,159 grant from the state of Massachusetts for body-worn cameras in 2024. The agency received a grant of $44,430 to the Sturbridge Police Department in 2021.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","https://www.mass.gov/news/healey-driscoll-administration-awards-over-3-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","7/29/24","","","","","",""
"AOS001528","Sudbury","Middlesex County","MA","Sudbury Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $35,500 to the Sudbury Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001539","Swansea","Bristol County","MA","Swansea Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $69,816 to the Swansea Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001546","Palo Alto","Santa Clara County","CA","Palo Alto Police Department","Police","Palo Alto Police department purchased 50 Vista HD body-worn cameras for $49,000 in 2018 and spent an additional $49,500 on cloud storage and accessories.","Municipal","Body-worn Cameras","WatchGuard","https://www.cityofpaloalto.org/files/assets/public/agendas-minutes-reports/reports/city-manager-reports-cmrs/year-archive/2018/id-9075.pdf","","Palo Alto City Council","","05/07/2018","https://www.cityofpaloalto.org/files/assets/public/police-department/police-information/general/papd-policy-manual-redacted-version-for-web-2-1-2021.pdf?t=42518.43","","Palo Alto Police Department","","11/09/2020","https://www.instagram.com/p/Ce_ydiepJNd/?hl=en","","Palo Alto Police Department Instagram","","6/19/2022",""
"AOS001547","Journdanton","Atascosa County","TX","Atascosa County Sheriff's Office","Sheriff","The Atascosa County Sheriff's Office pushed to replace a DJI Inspire 1 drone for a DJI Air 2 drone in 2022.","County","Drones","","https://www.atascosacounty.texas.gov/upload/page/5307/docs/Agendas/2022/022822%20CC%20Agenda.pdf","","Atascosa County Court","","02/28/2022","https://www.pleasantonexpress.com/articles/atascosa-county-judges-report-8/","","Pleasonton Express","","03/15/2017","https://news4sanantonio.com/news/local/teenagers-caught-smuggling-15-immigrants-in-a-ford-f-250-migrants-atascosa-county-sheriff-custody-arrest","","WOAI News 4 San Antonio","","07/04/2022",""
